step, x1, x2, y, phi1, phi2, Ax, Bx, Ay, By, C, taken_time
24, -0.267152, 0.267152, 0.132204, 2.434851, 2.434851, -0.353000, 0.353000, 0.229073, 0.229073, 1.178097, 0.947984
25, -0.271843, 0.271843, 0.128913, 2.460620, 2.460620, -0.353000, 0.353000, 0.225511, 0.225511, 1.178097, 0.959315
26, -0.276320, 0.276320, 0.125792, 2.486069, 2.486069, -0.353000, 0.353000, 0.222075, 0.222075, 1.178097, 0.993310
27, -0.280569, 0.280569, 0.122849, 2.511039, 2.511039, -0.353000, 0.353000, 0.218781, 0.218781, 1.178097, 0.951769
28, -0.284576, 0.284576, 0.120090, 2.535364, 2.535364, -0.353000, 0.353000, 0.215645, 0.215645, 1.178097, 0.945293
29, -0.288330, 0.288330, 0.117519, 2.558882, 2.558882, -0.353000, 0.353000, 0.212683, 0.212683, 1.178097, 0.937117
30, -0.291823, 0.291823, 0.115140, 2.581430, 2.581430, -0.353000, 0.353000, 0.209907, 0.209907, 1.178097, 0.954431
31, -0.295048, 0.295048, 0.112953, 2.602847, 2.602847, -0.353000, 0.353000, 0.207332, 0.207332, 1.178097, 0.905839
32, -0.297999, 0.297999, 0.110961, 2.622979, 2.622979, -0.353000, 0.353000, 0.204969, 0.204969, 1.178097, 0.907955
33, -0.300672, 0.300672, 0.109164, 2.641678, 2.641678, -0.353000, 0.353000, 0.202829, 0.202829, 1.178097, 0.872512
34, -0.303064, 0.303064, 0.107561, 2.658801, 2.658801, -0.353000, 0.353000, 0.200921, 0.200921, 1.178097, 0.873362
35, -0.305173, 0.305173, 0.106153, 2.674217, 2.674217, -0.353000, 0.353000, 0.199253, 0.199253, 1.178097, 0.823778
36, -0.306999, 0.306999, 0.104937, 2.687807, 2.687807, -0.353000, 0.353000, 0.197834, 0.197834, 1.178097, 0.831582
37, -0.308539, 0.308539, 0.103913, 2.699464, 2.699464, -0.353000, 0.353000, 0.196669, 0.196669, 1.178097, 0.842071
38, -0.309795, 0.309795, 0.103080, 2.709094, 2.709094, -0.353000, 0.353000, 0.195763, 0.195763, 1.178097, 0.800233
39, -0.310766, 0.310766, 0.102437, 2.716621, 2.716621, -0.353000, 0.353000, 0.195120, 0.195120, 1.178097, 0.817653
40, -0.311451, 0.311451, 0.101983, 2.721982, 2.721982, -0.353000, 0.353000, 0.194742, 0.194742, 1.178097, 0.799095
41, -0.311853, 0.311853, 0.101718, 2.725135, 2.725135, -0.353000, 0.353000, 0.194633, 0.194633, 1.178097, 0.792311
42, -0.311969, 0.311969, 0.101641, 2.726054, 2.726054, -0.353000, 0.353000, 0.194791, 0.194791, 1.178097, 0.747950
43, -0.311801, 0.311801, 0.101752, 2.724731, 2.724731, -0.353000, 0.353000, 0.195216, 0.195216, 1.178097, 0.716596
44, -0.311349, 0.311349, 0.102051, 2.721177, 2.721177, -0.353000, 0.353000, 0.195907, 0.195907, 1.178097, 0.793021
45, -0.310612, 0.310612, 0.102539, 2.715422, 2.715422, -0.353000, 0.353000, 0.196860, 0.196860, 1.178097, 0.788309
46, -0.309590, 0.309590, 0.103216, 2.707511, 2.707511, -0.353000, 0.353000, 0.198071, 0.198071, 1.178097, 0.815523
47, -0.308283, 0.308283, 0.104083, 2.697509, 2.697509, -0.353000, 0.353000, 0.199536, 0.199536, 1.178097, 0.827672
48, -0.306691, 0.306691, 0.105142, 2.685496, 2.685496, -0.353000, 0.353000, 0.201247, 0.201247, 1.178097, 0.842429
49, -0.304814, 0.304814, 0.106392, 2.671568, 2.671568, -0.353000, 0.353000, 0.203198, 0.203198, 1.178097, 0.818013
50, -0.302654, 0.302654, 0.107836, 2.655835, 2.655835, -0.353000, 0.353000, 0.205379, 0.205379, 1.178097, 0.866916
51, -0.300211, 0.300211, 0.109474, 2.638418, 2.638418, -0.353000, 0.353000, 0.207781, 0.207781, 1.178097, 0.847813
52, -0.297487, 0.297487, 0.111306, 2.619450, 2.619450, -0.353000, 0.353000, 0.210393, 0.210393, 1.178097, 0.890134
53, -0.294487, 0.294487, 0.113333, 2.599075, 2.599075, -0.353000, 0.353000, 0.213203, 0.213203, 1.178097, 0.868475
54, -0.291213, 0.291213, 0.115555, 2.577442, 2.577442, -0.353000, 0.353000, 0.216198, 0.216198, 1.178097, 0.899662
55, -0.287672, 0.287672, 0.117969, 2.554708, 2.554708, -0.353000, 0.353000, 0.219364, 0.219364, 1.178097, 0.879478
56, -0.283872, 0.283872, 0.120574, 2.531032, 2.531032, -0.353000, 0.353000, 0.222685, 0.222685, 1.178097, 0.904367
57, -0.279820, 0.279820, 0.123367, 2.506579, 2.506579, -0.353000, 0.353000, 0.226145, 0.226145, 1.178097, 0.902468
58, -0.275529, 0.275529, 0.126342, 2.481511, 2.481511, -0.353000, 0.353000, 0.229727, 0.229727, 1.178097, 0.913286
59, -0.271012, 0.271012, 0.129494, 2.455991, 2.455991, -0.353000, 0.353000, 0.233414, 0.233414, 1.178097, 0.932847
60, -0.266285, 0.266285, 0.132815, 2.430182, 2.430182, -0.353000, 0.353000, 0.237186, 0.237186, 1.178097, 0.919406
61, -0.261365, 0.261365, 0.136294, 2.404240, 2.404240, -0.353000, 0.353000, 0.241023, 0.241023, 1.178097, 0.965004
62, -0.256275, 0.256275, 0.139920, 2.378319, 2.378319, -0.353000, 0.353000, 0.244905, 0.244905, 1.178097, 0.976220
63, -0.251036, 0.251036, 0.143678, 2.352565, 2.352565, -0.353000, 0.353000, 0.248811, 0.248811, 1.178097, 1.005623
64, -0.245676, 0.245676, 0.147553, 2.327122, 2.327122, -0.353000, 0.353000, 0.252720, 0.252720, 1.178097, 0.966430
65, -0.240222, 0.240222, 0.151524, 2.302121, 2.302121, -0.353000, 0.353000, 0.256610, 0.256610, 1.178097, 0.977062
66, -0.234707, 0.234707, 0.155571, 2.277690, 2.277690, -0.353000, 0.353000, 0.260459, 0.260459, 1.178097, 1.022262
67, -0.229163, 0.229163, 0.159669, 2.253948, 2.253948, -0.353000, 0.353000, 0.264244, 0.264244, 1.178097, 1.061146
68, -0.223626, 0.223626, 0.163793, 2.231005, 2.231005, -0.353000, 0.353000, 0.267944, 0.267944, 1.178097, 1.043798
69, -0.218133, 0.218133, 0.167914, 2.208962, 2.208962, -0.353000, 0.353000, 0.271536, 0.271536, 1.178097, 1.056248
70, -0.212724, 0.212724, 0.172001, 2.187914, 2.187914, -0.353000, 0.353000, 0.275000, 0.275000, 1.178097, 1.032843
71, -0.207439, 0.207439, 0.176024, 2.167946, 2.167946, -0.353000, 0.353000, 0.278313, 0.278313, 1.178097, 0.991666
72, -0.202317, 0.202317, 0.179947, 2.149136, 2.149136, -0.353000, 0.353000, 0.281455, 0.281455, 1.178097, 1.008677
73, -0.197401, 0.197401, 0.183738, 2.131554, 2.131554, -0.353000, 0.353000, 0.284407, 0.284407, 1.178097, 0.999043
74, -0.192730, 0.192730, 0.187361, 2.115262, 2.115262, -0.353000, 0.353000, 0.287150, 0.287150, 1.178097, 1.018115
75, -0.188346, 0.188346, 0.190782, 2.100317, 2.100317, -0.353000, 0.353000, 0.289666, 0.289666, 1.178097, 1.008498
76, -0.184285, 0.184285, 0.193967, 2.086767, 2.086767, -0.353000, 0.353000, 0.291940, 0.291940, 1.178097, 1.027781
77, -0.180585, 0.180585, 0.196883, 2.074655, 2.074655, -0.353000, 0.353000, 0.293955, 0.293955, 1.178097, 1.020475
78, -0.177279, 0.177279, 0.199499, 2.064018, 2.064018, -0.353000, 0.353000, 0.295700, 0.295700, 1.178097, 1.012894
79, -0.174398, 0.174398, 0.201788, 2.054886, 2.054886, -0.353000, 0.353000, 0.297163, 0.297163, 1.178097, 1.007874
80, -0.171970, 0.171970, 0.203722, 2.047287, 2.047287, -0.353000, 0.353000, 0.298333, 0.298333, 1.178097, 1.026964
81, -0.170018, 0.170018, 0.205282, 2.041241, 2.041241, -0.353000, 0.353000, 0.299203, 0.299203, 1.178097, 0.994972
82, -0.168562, 0.168562, 0.206448, 2.036765, 2.036765, -0.353000, 0.353000, 0.299768, 0.299768, 1.178097, 0.987019
83, -0.167614, 0.167614, 0.207208, 2.033870, 2.033870, -0.353000, 0.353000, 0.300023, 0.300023, 1.178097, 0.978655
84, -0.167186, 0.167186, 0.207552, 2.032565, 2.032565, -0.353000, 0.353000, 0.299967, 0.299967, 1.178097, 0.938814
85, -0.167280, 0.167280, 0.207476, 2.032852, 2.032852, -0.353000, 0.353000, 0.299600, 0.299600, 1.178097, 0.833040
86, -0.167897, 0.167897, 0.206982, 2.034731, 2.034731, -0.353000, 0.353000, 0.298924, 0.298924, 1.178097, 0.945405
87, -0.169029, 0.169029, 0.206074, 2.038198, 2.038198, -0.353000, 0.353000, 0.297945, 0.297945, 1.178097, 0.983923
88, -0.170666, 0.170666, 0.204764, 2.043242, 2.043242, -0.353000, 0.353000, 0.296668, 0.296668, 1.178097, 0.991768
89, -0.172792, 0.172792, 0.203067, 2.049850, 2.049850, -0.353000, 0.353000, 0.295103, 0.295103, 1.178097, 0.998774
90, -0.175386, 0.175386, 0.201002, 2.058005, 2.058005, -0.353000, 0.353000, 0.293259, 0.293259, 1.178097, 1.006216
91, -0.178424, 0.178424, 0.198592, 2.067682, 2.067682, -0.353000, 0.353000, 0.291149, 0.291149, 1.178097, 1.013394
92, -0.181875, 0.181875, 0.195864, 2.078856, 2.078856, -0.353000, 0.353000, 0.288786, 0.288786, 1.178097, 1.101152
93, -0.185710, 0.185710, 0.192848, 2.091491, 2.091491, -0.353000, 0.353000, 0.286186, 0.286186, 1.178097, 1.080343
94, -0.189892, 0.189892, 0.189574, 2.105549, 2.105549, -0.353000, 0.353000, 0.283366, 0.283366, 1.178097, 1.041216
95, -0.194384, 0.194384, 0.186076, 2.120986, 2.120986, -0.353000, 0.353000, 0.280343, 0.280343, 1.178097, 0.996340
96, -0.199148, 0.199148, 0.182388, 2.137750, 2.137750, -0.353000, 0.353000, 0.277136, 0.277136, 1.178097, 1.017658
97, -0.204143, 0.204143, 0.178546, 2.155783, 2.155783, -0.353000, 0.353000, 0.273767, 0.273767, 1.178097, 1.019968
98, -0.209328, 0.209328, 0.174583, 2.175019, 2.175019, -0.353000, 0.353000, 0.270254, 0.270254, 1.178097, 1.094712
99, -0.214663, 0.214663, 0.170533, 2.195386, 2.195386, -0.353000, 0.353000, 0.266621, 0.266621, 1.178097, 1.011943
100, -0.220107, 0.220107, 0.166430, 2.216803, 2.216803, -0.353000, 0.353000, 0.262887, 0.262887, 1.178097, 0.994180
101, -0.225620, 0.225620, 0.162304, 2.239182, 2.239182, -0.353000, 0.353000, 0.259077, 0.259077, 1.178097, 0.972961
102, -0.231163, 0.231163, 0.158187, 2.262425, 2.262425, -0.353000, 0.353000, 0.255211, 0.255211, 1.178097, 0.977084
103, -0.236701, 0.236701, 0.154104, 2.286429, 2.286429, -0.353000, 0.353000, 0.251311, 0.251311, 1.178097, 0.977324
104, -0.242198, 0.242198, 0.150082, 2.311079, 2.311079, -0.353000, 0.353000, 0.247401, 0.247401, 1.178097, 1.001132
105, -0.247621, 0.247621, 0.146143, 2.336255, 2.336255, -0.353000, 0.353000, 0.243501, 0.243501, 1.178097, 1.006971
106, -0.252941, 0.252941, 0.142308, 2.361826, 2.361826, -0.353000, 0.353000, 0.239632, 0.239632, 1.178097, 0.958387
107, -0.258129, 0.258129, 0.138596, 2.387656, 2.387656, -0.353000, 0.353000, 0.235817, 0.235817, 1.178097, 0.936469
108, -0.263161, 0.263161, 0.135021, 2.413602, 2.413602, -0.353000, 0.353000, 0.232073, 0.232073, 1.178097, 0.952779
109, -0.268013, 0.268013, 0.131598, 2.439514, 2.439514, -0.353000, 0.353000, 0.228422, 0.228422, 1.178097, 0.951080
110, -0.272667, 0.272667, 0.128337, 2.465238, 2.465238, -0.353000, 0.353000, 0.224882, 0.224882, 1.178097, 0.916311
111, -0.277104, 0.277104, 0.125248, 2.490613, 2.490613, -0.353000, 0.353000, 0.221470, 0.221470, 1.178097, 0.920470
112, -0.281310, 0.281310, 0.122338, 2.515478, 2.515478, -0.353000, 0.353000, 0.218203, 0.218203, 1.178097, 0.897270
113, -0.285272, 0.285272, 0.119613, 2.539670, 2.539670, -0.353000, 0.353000, 0.215098, 0.215098, 1.178097, 0.934867
114, -0.288980, 0.288980, 0.117076, 2.563025, 2.563025, -0.353000, 0.353000, 0.212168, 0.212168, 1.178097, 0.935821
115, -0.292425, 0.292425, 0.114731, 2.585380, 2.585380, -0.353000, 0.353000, 0.209428, 0.209428, 1.178097, 0.936514
116, -0.295601, 0.295601, 0.112580, 2.606577, 2.606577, -0.353000, 0.353000, 0.206890, 0.206890, 1.178097, 0.870728
117, -0.298502, 0.298502, 0.110623, 2.626462, 2.626462, -0.353000, 0.353000, 0.204566, 0.204566, 1.178097, 0.876672
118, -0.301124, 0.301124, 0.108861, 2.644886, 2.644886, -0.353000, 0.353000, 0.202467, 0.202467, 1.178097, 0.850440
119, -0.303466, 0.303466, 0.107293, 2.661711, 2.661711, -0.353000, 0.353000, 0.200602, 0.200602, 1.178097, 0.858112
120, -0.305524, 0.305524, 0.105919, 2.676806, 2.676806, -0.353000, 0.353000, 0.198979, 0.198979, 1.178097, 0.832323
121, -0.307298, 0.307298, 0.104738, 2.690055, 2.690055, -0.353000, 0.353000, 0.197605, 0.197605, 1.178097, 0.840193
122, -0.308787, 0.308787, 0.103749, 2.701353, 2.701353, -0.353000, 0.353000, 0.196486, 0.196486, 1.178097, 0.831345
123, -0.309991, 0.309991, 0.102950, 2.710609, 2.710609, -0.353000, 0.353000, 0.195627, 0.195627, 1.178097, 0.790988
124, -0.310910, 0.310910, 0.102341, 2.717749, 2.717749, -0.353000, 0.353000, 0.195032, 0.195032, 1.178097, 0.796535
125, -0.311545, 0.311545, 0.101922, 2.722715, 2.722715, -0.353000, 0.353000, 0.194703, 0.194703, 1.178097, 0.792623
126, -0.311895, 0.311895, 0.101690, 2.725467, 2.725467, -0.353000, 0.353000, 0.194641, 0.194641, 1.178097, 0.763731
127, -0.311960, 0.311960, 0.101647, 2.725981, 2.725981, -0.353000, 0.353000, 0.194848, 0.194848, 1.178097, 0.702059
128, -0.311741, 0.311741, 0.101792, 2.724255, 2.724255, -0.353000, 0.353000, 0.195321, 0.195321, 1.178097, 0.737472
129, -0.311237, 0.311237, 0.102125, 2.720301, 2.720301, -0.353000, 0.353000, 0.196059, 0.196059, 1.178097, 0.806477
130, -0.310448, 0.310448, 0.102647, 2.714153, 2.714153, -0.353000, 0.353000, 0.197059, 0.197059, 1.178097, 0.848664
131, -0.309375, 0.309375, 0.103359, 2.705859, 2.705859, -0.353000, 0.353000, 0.198317, 0.198317, 1.178097, 0.795370
132, -0.308017, 0.308017, 0.104260, 2.695489, 2.695489, -0.353000, 0.353000, 0.199827, 0.199827, 1.178097, 0.892892
133, -0.306373, 0.306373, 0.105353, 2.683123, 2.683123, -0.353000, 0.353000, 0.201582, 0.201582, 1.178097, 0.888560
134, -0.304445, 0.304445, 0.106638, 2.668861, 2.668861, -0.353000, 0.353000, 0.203575, 0.203575, 1.178097, 0.887386
135, -0.302234, 0.302234, 0.108117, 2.652815, 2.652815, -0.353000, 0.353000, 0.205796, 0.205796, 1.178097, 0.872901
136, -0.299740, 0.299740, 0.109790, 2.635108, 2.635108, -0.353000, 0.353000, 0.208237, 0.208237, 1.178097, 0.859495
137, -0.296967, 0.296967, 0.111657, 2.615876, 2.615876, -0.353000, 0.353000, 0.210886, 0.210886, 1.178097, 0.890580
138, -0.293916, 0.293916, 0.113720, 2.595262, 2.595262, -0.353000, 0.353000, 0.213730, 0.213730, 1.178097, 0.877807
139, -0.290594, 0.290594, 0.115976, 2.573419, 2.573419, -0.353000, 0.353000, 0.216757, 0.216757, 1.178097, 0.906296
140, -0.287006, 0.287006, 0.118425, 2.550503, 2.550503, -0.353000, 0.353000, 0.219952, 0.219952, 1.178097, 0.895410
141, -0.283159, 0.283159, 0.121064, 2.526675, 2.526675, -0.353000, 0.353000, 0.223299, 0.223299, 1.178097, 0.922133
142, -0.279064, 0.279064, 0.123890, 2.502098, 2.502098, -0.353000, 0.353000, 0.226783, 0.226783, 1.178097, 0.940949
143, -0.274731, 0.274731, 0.126898, 2.476937, 2.476937, -0.353000, 0.353000, 0.230385, 0.230385, 1.178097, 0.927585
144, -0.270175, 0.270175, 0.130081, 2.451353, 2.451353, -0.353000, 0.353000, 0.234088, 0.234088, 1.178097, 0.958433
145, -0.265411, 0.265411, 0.133431, 2.425509, 2.425509, -0.353000, 0.353000, 0.237873, 0.237873, 1.178097, 0.969553
146, -0.260459, 0.260459, 0.136937, 2.399559, 2.399559, -0.353000, 0.353000, 0.241720, 0.241720, 1.178097, 1.028443
147, -0.255340, 0.255340, 0.140588, 2.373657, 2.373657, -0.353000, 0.353000, 0.245608, 0.245608, 1.178097, 0.971492
148, -0.250078, 0.250078, 0.144369, 2.347950, 2.347950, -0.353000, 0.353000, 0.249517, 0.249517, 1.178097, 0.953312
149, -0.244698, 0.244698, 0.148262, 2.322576, 2.322576, -0.353000, 0.353000, 0.253424, 0.253424, 1.178097, 0.971821
150, -0.239231, 0.239231, 0.152249, 2.297669, 2.297669, -0.353000, 0.353000, 0.257308, 0.257308, 1.178097, 0.987638
151, -0.233708, 0.233708, 0.156307, 2.273354, 2.273354, -0.353000, 0.353000, 0.261147, 0.261147, 1.178097, 0.975457
152, -0.228163, 0.228163, 0.160412, 2.249748, 2.249748, -0.353000, 0.353000, 0.264918, 0.264918, 1.178097, 0.991605
153, -0.222631, 0.222631, 0.164537, 2.226960, 2.226960, -0.353000, 0.353000, 0.268600, 0.268600, 1.178097, 1.007799
154, -0.217150, 0.217150, 0.168654, 2.205090, 2.205090, -0.353000, 0.353000, 0.272171, 0.272171, 1.178097, 0.998385
155, -0.211761, 0.211761, 0.172733, 2.184231, 2.184231, -0.353000, 0.353000, 0.275609, 0.275609, 1.178097, 1.013567
156, -0.206502, 0.206502, 0.176740, 2.164466, 2.164466, -0.353000, 0.353000, 0.278893, 0.278893, 1.178097, 1.091894
157, -0.201414, 0.201414, 0.180642, 2.145872, 2.145872, -0.353000, 0.353000, 0.282002, 0.282002, 1.178097, 1.093882
158, -0.196539, 0.196539, 0.184405, 2.128519, 2.128519, -0.353000, 0.353000, 0.284918, 0.284918, 1.178097, 1.073107
159, -0.191917, 0.191917, 0.187994, 2.112466, 2.112466, -0.353000, 0.353000, 0.287621, 0.287621, 1.178097, 1.105972
160, -0.187588, 0.187588, 0.191375, 2.097769, 2.097769, -0.353000, 0.353000, 0.290095, 0.290095, 1.178097, 1.049872
161, -0.183590, 0.183590, 0.194514, 2.084475, 2.084475, -0.353000, 0.353000, 0.292323, 0.292323, 1.178097, 1.086991
162, -0.179958, 0.179958, 0.197378, 2.072627, 2.072627, -0.353000, 0.353000, 0.294290, 0.294290, 1.178097, 1.063699
163, -0.176727, 0.176727, 0.199937, 2.062259, 2.062259, -0.353000, 0.353000, 0.295985, 0.295985, 1.178097, 1.103702
164, -0.173926, 0.173926, 0.202163, 2.053402, 2.053402, -0.353000, 0.353000, 0.297396, 0.297396, 1.178097, 1.061532
165, -0.171582, 0.171582, 0.204032, 2.046082, 2.046082, -0.353000, 0.353000, 0.298512, 0.298512, 1.178097, 1.102940
166, -0.169719, 0.169719, 0.205522, 2.040318, 2.040318, -0.353000, 0.353000, 0.299328, 0.299328, 1.178097, 1.100854
167, -0.168353, 0.168353, 0.206616, 2.036126, 2.036126, -0.353000, 0.353000, 0.299837, 0.299837, 1.178097, 1.087640
168, -0.167499, 0.167499, 0.207301, 2.033517, 2.033517, -0.353000, 0.353000, 0.300036, 0.300036, 1.178097, 1.067694
169, -0.167164, 0.167164, 0.207569, 2.032499, 2.032499, -0.353000, 0.353000, 0.299924, 0.299924, 1.178097, 0.981367
170, -0.167353, 0.167353, 0.207418, 2.033074, 2.033074, -0.353000, 0.353000, 0.299501, 0.299501, 1.178097, 0.939213
171, -0.168063, 0.168063, 0.206848, 2.035239, 2.035239, -0.353000, 0.353000, 0.298770, 0.298770, 1.178097, 1.011312
172, -0.169287, 0.169287, 0.205867, 2.038991, 2.038991, -0.353000, 0.353000, 0.297737, 0.297737, 1.178097, 1.048241
173, -0.171014, 0.171014, 0.204486, 2.044318, 2.044318, -0.353000, 0.353000, 0.296407, 0.296407, 1.178097, 1.060107
174, -0.173226, 0.173226, 0.202721, 2.051207, 2.051207, -0.353000, 0.353000, 0.294791, 0.294791, 1.178097, 1.066124
175, -0.175902, 0.175902, 0.200592, 2.059638, 2.059638, -0.353000, 0.353000, 0.292898, 0.292898, 1.178097, 1.082813
176, -0.179016, 0.179016, 0.198123, 2.069588, 2.069588, -0.353000, 0.353000, 0.290741, 0.290741, 1.178097, 1.102076
177, -0.182540, 0.182540, 0.195341, 2.081027, 2.081027, -0.353000, 0.353000, 0.288334, 0.288334, 1.178097, 1.098532
178, -0.186439, 0.186439, 0.192275, 2.093922, 2.093922, -0.353000, 0.353000, 0.285693, 0.285693, 1.178097, 1.069297
179, -0.190680, 0.190680, 0.188958, 2.108233, 2.108233, -0.353000, 0.353000, 0.282835, 0.282835, 1.178097, 1.077249
180, -0.195224, 0.195224, 0.185424, 2.123913, 2.123913, -0.353000, 0.353000, 0.279777, 0.279777, 1.178097, 1.064698
181, -0.200033, 0.200033, 0.181706, 2.140910, 2.140910, -0.353000, 0.353000, 0.276540, 0.276540, 1.178097, 1.067127
182, -0.205065, 0.205065, 0.177839, 2.159165, 2.159165, -0.353000, 0.353000, 0.273143, 0.273143, 1.178097, 1.056955
183, -0.210281, 0.210281, 0.173858, 2.178610, 2.178610, -0.353000, 0.353000, 0.269607, 0.269607, 1.178097, 1.058266
184, -0.215638, 0.215638, 0.169796, 2.199173, 2.199173, -0.353000, 0.353000, 0.265954, 0.265954, 1.178097, 1.042076
185, -0.221097, 0.221097, 0.165686, 2.220770, 2.220770, -0.353000, 0.353000, 0.262205, 0.262205, 1.178097, 1.051499
186, -0.226618, 0.226618, 0.161560, 2.243312, 2.243312, -0.353000, 0.353000, 0.258383, 0.258383, 1.178097, 1.042218
187, -0.232164, 0.232164, 0.157447, 2.266701, 2.266701, -0.353000, 0.353000, 0.254509, 0.254509, 1.178097, 1.020726
188, -0.237697, 0.237697, 0.153373, 2.290830, 2.290830, -0.353000, 0.353000, 0.250606, 0.250606, 1.178097, 1.037726
189, -0.243182, 0.243182, 0.149365, 2.315584, 2.315584, -0.353000, 0.353000, 0.246696, 0.246696, 1.178097, 1.023408
190, -0.248589, 0.248589, 0.145443, 2.340841, 2.340841, -0.353000, 0.353000, 0.242800, 0.242800, 1.178097, 1.010314
191, -0.253887, 0.253887, 0.141629, 2.366469, 2.366469, -0.353000, 0.353000, 0.238940, 0.238940, 1.178097, 1.024101
192, -0.259049, 0.259049, 0.137941, 2.392331, 2.392331, -0.353000, 0.353000, 0.235136, 0.235136, 1.178097, 0.997225
193, -0.264050, 0.264050, 0.134392, 2.418282, 2.418282, -0.353000, 0.353000, 0.231408, 0.231408, 1.178097, 1.007949
194, -0.268868, 0.268868, 0.130998, 2.444172, 2.444172, -0.353000, 0.353000, 0.227775, 0.227775, 1.178097, 0.988996
195, -0.273483, 0.273483, 0.127767, 2.469844, 2.469844, -0.353000, 0.353000, 0.224257, 0.224257, 1.178097, 0.965501
196, -0.277880, 0.277880, 0.124710, 2.495140, 2.495140, -0.353000, 0.353000, 0.220870, 0.220870, 1.178097, 0.985826
197, -0.282043, 0.282043, 0.121833, 2.519896, 2.519896, -0.353000, 0.353000, 0.217631, 0.217631, 1.178097, 0.962490
198, -0.285960, 0.285960, 0.119141, 2.543949, 2.543949, -0.353000, 0.353000, 0.214556, 0.214556, 1.178097, 0.966651
199, -0.289621, 0.289621, 0.116639, 2.567135, 2.567135, -0.353000, 0.353000, 0.211659, 0.211659, 1.178097, 0.950759
200, -0.293018, 0.293018, 0.114329, 2.589293, 2.589293, -0.353000, 0.353000, 0.208955, 0.208955, 1.178097, 0.918633
201, -0.296144, 0.296144, 0.112212, 2.610265, 2.610265, -0.353000, 0.353000, 0.206455, 0.206455, 1.178097, 0.928396
202, -0.298995, 0.298995, 0.110291, 2.629897, 2.629897, -0.353000, 0.353000, 0.204171, 0.204171, 1.178097, 0.906097
203, -0.301567, 0.301567, 0.108564, 2.648042, 2.648042, -0.353000, 0.353000, 0.202113, 0.202113, 1.178097, 0.908086
